quantidade;digital;quick;bubble
220000;0.182000;0.053000;172.857000
230000;0.170000;0.063000;188.182000
240000;0.213000;0.060000;208.722000
250000;0.194000;0.060000;224.705000
260000;0.241000;0.059000;241.951000
270000;0.238000;0.069000;232.843000
280000;0.178000;0.055000;228.610000
290000;0.192000;0.055000;244.196000
300000;0.212000;0.060000;261.098000
310000;0.222000;0.056000;278.658000
320000;0.239000;0.060000;298.501000
330000;0.252000;0.062000;326.225000
340000;0.333000;0.076000;373.115000
350000;0.364000;0.070000;408.950000
360000;0.320000;0.068000;416.120000
370000;0.367000;0.076000;458.471000
380000;0.395000;0.081000;464.508000
390000;0.385000;0.080000;475.288000
400000;0.394000;0.080000;500.630000
410000;0.409000;0.076000;536.286000
420000;0.440000;0.091000;566.957000
430000;0.450000;0.084000;580.239000
440000;0.461000;0.093000;582.715000
450000;0.435000;0.084000;592.007000
460000;0.445000;0.084000;658.925000
470000;0.523000;0.093000;726.510000
480000;0.776000;0.133000;747.253000
490000;0.511000;0.091000;796.767000
500000;0.634000;0.102000;773.779000
10000;0.002000;0.001000;0.250000
20000;0.004000;0.003000;1.146000
30000;0.004000;0.005000;2.903000
40000;0.006000;0.008000;5.320000
50000;0.008000;0.010000;8.438000
60000;0.011000;0.012000;11.927000
70000;0.015000;0.012000;16.231000
80000;0.021000;0.015000;20.956000
90000;0.019000;0.015000;26.182000
100000;0.030000;0.017000;32.196000
110000;0.033000;0.018000;39.028000
120000;0.048000;0.025000;48.901000
130000;0.044000;0.025000;56.759000
140000;0.047000;0.026000;63.458000
150000;0.050000;0.027000;71.546000
160000;0.054000;0.036000;90.993000
170000;0.079000;0.031000;93.064000
180000;0.108000;0.034000;107.545000
190000;0.110000;0.044000;116.333000
200000;0.082000;0.039000;126.618000
210000;0.162000;0.038000;144.230000
220000;0.142000;0.043000;152.539000
230000;0.116000;0.043000;221.457000
240000;0.208000;0.059000;212.130000
250000;0.163000;0.046000;225.986000
260000;0.169000;0.048000;223.603000
270000;0.200000;0.054000;234.930000
280000;0.213000;0.053000;242.712000
290000;0.195000;0.052000;273.701000
300000;0.253000;0.062000;301.864000
310000;0.246000;0.059000;326.025000
320000;0.373000;0.065000;343.276000
330000;0.285000;0.064000;350.533000
340000;0.289000;0.064000;381.344000
350000;0.353000;0.070000;417.717000
360000;0.474000;0.080000;429.119000
370000;0.356000;0.082000;444.649000
380000;0.361000;0.077000;529.275000
390000;0.581000;0.102000;616.207000
400000;0.625000;0.108000;670.059000
410000;0.404000;0.079000;662.506000
420000;0.636000;0.112000;747.082000
430000;0.784000;0.242000;578.491000
440000;0.422000;0.086000;717.973000
450000;0.507000;0.085000;672.927000
460000;0.456000;0.088000;608.643000
470000;0.468000;0.089000;637.189000
480000;0.484000;0.092000;664.970000
490000;0.499000;0.093000;884.934000
500000;0.501000;0.093000;846.598000
10000;0.002000;0.001000;-1.000000
20000;0.003000;0.003000;-1.000000
30000;0.004000;0.005000;-1.000000
40000;0.006000;0.007000;-1.000000
50000;0.007000;0.009000;-1.000000
60000;0.011000;0.010000;-1.000000
70000;0.019000;0.012000;-1.000000
80000;0.022000;0.015000;-1.000000
90000;0.021000;0.015000;-1.000000
100000;0.021000;0.016000;-1.000000
110000;0.034000;0.020000;-1.000000
120000;0.038000;0.021000;-1.000000
130000;0.042000;0.021000;-1.000000
140000;0.051000;0.025000;-1.000000
150000;0.052000;0.027000;-1.000000
160000;0.055000;0.028000;-1.000000
170000;0.060000;0.032000;-1.000000
180000;0.069000;0.033000;-1.000000
190000;0.072000;0.034000;-1.000000
200000;0.080000;0.038000;-1.000000
210000;0.112000;0.039000;-1.000000
220000;0.111000;0.043000;-1.000000
230000;0.107000;0.042000;-1.000000
240000;0.121000;0.044000;-1.000000
250000;0.135000;0.046000;-1.000000
260000;0.151000;0.047000;-1.000000
270000;0.161000;0.049000;-1.000000
280000;0.182000;0.054000;-1.000000
290000;0.190000;0.053000;-1.000000
300000;0.238000;0.057000;-1.000000
310000;0.234000;0.061000;-1.000000
320000;0.232000;0.059000;-1.000000
330000;0.250000;0.060000;-1.000000
340000;0.260000;0.063000;-1.000000
350000;0.280000;0.064000;-1.000000
360000;0.292000;0.066000;-1.000000
370000;0.311000;0.068000;-1.000000
380000;0.335000;0.073000;-1.000000
390000;0.347000;0.071000;-1.000000
400000;0.354000;0.074000;-1.000000
410000;0.381000;0.076000;-1.000000
420000;0.387000;0.078000;-1.000000
430000;0.405000;0.079000;-1.000000
440000;0.417000;0.082000;-1.000000
450000;0.435000;0.084000;-1.000000
460000;0.477000;0.086000;-1.000000
470000;0.474000;0.088000;-1.000000
480000;0.481000;0.089000;-1.000000
490000;0.500000;0.091000;-1.000000
500000;0.511000;0.094000;-1.000000
10000;0.001000;0.002000;-1.000000
20000;0.003000;0.003000;-1.000000
30000;0.004000;0.005000;-1.000000
40000;0.008000;0.006000;-1.000000
50000;0.010000;0.009000;-1.000000
60000;0.011000;0.012000;-1.000000
70000;0.018000;0.013000;-1.000000
80000;0.019000;0.016000;-1.000000
90000;0.034000;0.018000;-1.000000
100000;0.036000;0.019000;-1.000000
110000;0.035000;0.019000;-1.000000
120000;0.036000;0.020000;-1.000000
130000;0.043000;0.022000;-1.000000
140000;0.048000;0.024000;-1.000000
150000;0.050000;0.027000;-1.000000
160000;0.052000;0.028000;-1.000000
170000;0.058000;0.030000;-1.000000
180000;0.058000;0.042000;-1.000000
190000;0.071000;0.034000;-1.000000
200000;0.077000;0.038000;-1.000000
210000;0.087000;0.038000;-1.000000
220000;0.097000;0.042000;-1.000000
230000;0.108000;0.043000;-1.000000
240000;0.138000;0.045000;-1.000000
250000;0.136000;0.046000;-1.000000
260000;0.151000;0.048000;-1.000000
270000;0.167000;0.050000;-1.000000
280000;0.182000;0.052000;-1.000000
290000;0.209000;0.054000;-1.000000
300000;0.206000;0.054000;-1.000000
310000;0.231000;0.057000;-1.000000
320000;0.262000;0.057000;-1.000000
330000;0.256000;0.060000;-1.000000
340000;0.285000;0.063000;-1.000000
350000;0.290000;0.064000;-1.000000
360000;0.305000;0.066000;-1.000000
370000;0.323000;0.068000;-1.000000
380000;0.334000;0.069000;-1.000000
390000;0.425000;0.077000;-1.000000
400000;0.397000;0.076000;-1.000000
410000;0.516000;0.100000;-1.000000
420000;0.449000;0.079000;-1.000000
430000;0.447000;0.087000;-1.000000
440000;0.494000;0.082000;-1.000000
450000;0.496000;0.091000;-1.000000
460000;0.448000;0.087000;-1.000000
470000;0.525000;0.093000;-1.000000
480000;0.533000;0.099000;-1.000000
490000;0.605000;0.099000;-1.000000
500000;0.556000;0.102000;-1.000000
10000;0.001000;0.002000;-1.000000
20000;0.002000;0.003000;-1.000000
30000;0.004000;0.005000;-1.000000
40000;0.006000;0.006000;-1.000000
50000;0.009000;0.008000;-1.000000
60000;0.009000;0.010000;-1.000000
70000;0.013000;0.011000;-1.000000
80000;0.015000;0.013000;-1.000000
90000;0.022000;0.015000;-1.000000
100000;0.029000;0.019000;-1.000000
110000;0.028000;0.019000;-1.000000
120000;0.033000;0.020000;-1.000000
130000;0.039000;0.022000;-1.000000
140000;0.059000;0.024000;-1.000000
150000;0.054000;0.027000;-1.000000
160000;0.054000;0.030000;-1.000000
170000;0.062000;0.029000;-1.000000
180000;0.075000;0.036000;-1.000000
190000;0.085000;0.038000;-1.000000
200000;0.081000;0.037000;-1.000000
210000;0.099000;0.042000;-1.000000
220000;0.107000;0.040000;-1.000000
230000;0.118000;0.043000;-1.000000
240000;0.122000;0.044000;-1.000000
250000;0.144000;0.045000;-1.000000
260000;0.153000;0.049000;-1.000000
270000;0.167000;0.051000;-1.000000
280000;0.176000;0.051000;-1.000000
290000;0.196000;0.054000;-1.000000
300000;0.218000;0.055000;-1.000000
310000;0.223000;0.057000;-1.000000
320000;0.241000;0.057000;-1.000000
330000;0.260000;0.060000;-1.000000
340000;0.272000;0.063000;-1.000000
350000;0.284000;0.064000;-1.000000
360000;0.301000;0.066000;-1.000000
370000;0.330000;0.068000;-1.000000
380000;0.351000;0.070000;-1.000000
390000;0.346000;0.072000;-1.000000
400000;0.367000;0.073000;-1.000000
410000;0.376000;0.076000;-1.000000
420000;0.401000;0.077000;-1.000000
430000;0.414000;0.082000;-1.000000
440000;0.434000;0.083000;-1.000000
450000;0.443000;0.084000;-1.000000
460000;0.453000;0.085000;-1.000000
470000;0.474000;0.088000;-1.000000
480000;0.489000;0.089000;-1.000000
490000;0.507000;0.091000;-1.000000
500000;0.552000;0.096000;-1.000000
10000;0.001000;0.002000;-1.000000
20000;0.003000;0.003000;-1.000000
30000;0.005000;0.004000;-1.000000
40000;0.006000;0.006000;-1.000000
50000;0.008000;0.008000;-1.000000
60000;0.010000;0.010000;-1.000000
70000;0.012000;0.011000;-1.000000
80000;0.014000;0.013000;-1.000000
90000;0.016000;0.015000;-1.000000
100000;0.019000;0.016000;-1.000000
110000;0.029000;0.018000;-1.000000
120000;0.037000;0.021000;-1.000000
130000;0.043000;0.022000;-1.000000
140000;0.043000;0.024000;-1.000000
150000;0.046000;0.026000;-1.000000
160000;0.051000;0.028000;-1.000000
170000;0.055000;0.030000;-1.000000
180000;0.063000;0.036000;-1.000000
190000;0.071000;0.034000;-1.000000
200000;0.103000;0.037000;-1.000000
210000;0.108000;0.038000;-1.000000
220000;0.102000;0.041000;-1.000000
230000;0.129000;0.045000;-1.000000
240000;0.125000;0.044000;-1.000000
250000;0.136000;0.045000;-1.000000
260000;0.160000;0.047000;-1.000000
270000;0.185000;0.053000;-1.000000
280000;0.204000;0.052000;-1.000000
290000;0.196000;0.052000;-1.000000
300000;0.216000;0.054000;-1.000000
310000;0.245000;0.057000;-1.000000
320000;0.247000;0.059000;-1.000000
330000;0.261000;0.060000;-1.000000
340000;0.279000;0.063000;-1.000000
350000;0.289000;0.064000;-1.000000
360000;0.299000;0.067000;-1.000000
370000;0.315000;0.068000;-1.000000
380000;0.332000;0.069000;-1.000000
390000;0.363000;0.071000;-1.000000
400000;0.364000;0.078000;-1.000000
410000;0.379000;0.078000;-1.000000
420000;0.399000;0.078000;-1.000000
430000;0.404000;0.082000;-1.000000
440000;0.425000;0.082000;-1.000000
450000;0.441000;0.084000;-1.000000
460000;0.468000;0.085000;-1.000000
470000;0.479000;0.088000;-1.000000
480000;0.490000;0.093000;-1.000000
490000;0.501000;0.092000;-1.000000
500000;0.525000;0.093000;-1.000000
10000;0.001000;0.002000;-1.000000
20000;0.003000;0.003000;-1.000000
30000;0.004000;0.005000;-1.000000
40000;0.006000;0.007000;-1.000000
50000;0.008000;0.008000;-1.000000
60000;0.010000;0.009000;-1.000000
70000;0.012000;0.011000;-1.000000
80000;0.015000;0.013000;-1.000000
90000;0.018000;0.015000;-1.000000
100000;0.032000;0.018000;-1.000000
110000;0.042000;0.022000;-1.000000
120000;0.034000;0.020000;-1.000000
130000;0.061000;0.026000;-1.000000
140000;0.058000;0.024000;-1.000000
150000;0.056000;0.026000;-1.000000
160000;0.053000;0.029000;-1.000000
170000;0.058000;0.032000;-1.000000
180000;0.067000;0.034000;-1.000000
190000;0.071000;0.034000;-1.000000
200000;0.099000;0.037000;-1.000000
210000;0.105000;0.041000;-1.000000
220000;0.113000;0.047000;-1.000000
230000;0.142000;0.042000;-1.000000
240000;0.160000;0.059000;-1.000000
250000;0.171000;0.047000;-1.000000
260000;0.179000;0.051000;-1.000000
270000;0.221000;0.053000;-1.000000
280000;0.206000;0.055000;-1.000000
290000;0.213000;0.053000;-1.000000
300000;0.225000;0.056000;-1.000000
310000;0.250000;0.064000;-1.000000
320000;0.303000;0.067000;-1.000000
330000;0.319000;0.063000;-1.000000
340000;0.307000;0.073000;-1.000000
350000;0.321000;0.068000;-1.000000
360000;0.372000;0.067000;-1.000000
370000;0.334000;0.071000;-1.000000
380000;0.406000;0.077000;-1.000000
390000;0.423000;0.078000;-1.000000
400000;0.424000;0.080000;-1.000000
410000;0.459000;0.083000;-1.000000
420000;0.564000;0.081000;-1.000000
430000;0.452000;0.089000;-1.000000
440000;0.491000;0.086000;-1.000000
450000;0.502000;0.086000;-1.000000
460000;0.684000;0.095000;-1.000000
470000;0.512000;0.093000;-1.000000
480000;0.497000;0.091000;-1.000000
490000;0.518000;0.091000;-1.000000
500000;0.525000;0.093000;-1.000000
10000;0.001000;0.002000;-1.000000
20000;0.003000;0.003000;-1.000000
30000;0.005000;0.004000;-1.000000
40000;0.007000;0.006000;-1.000000
50000;0.009000;0.008000;-1.000000
60000;0.012000;0.010000;-1.000000
70000;0.013000;0.011000;-1.000000
80000;0.015000;0.013000;-1.000000
90000;0.020000;0.016000;-1.000000
100000;0.032000;0.019000;-1.000000
110000;0.031000;0.019000;-1.000000
120000;0.036000;0.020000;-1.000000
130000;0.043000;0.023000;-1.000000
140000;0.044000;0.024000;-1.000000
150000;0.047000;0.026000;-1.000000
160000;0.053000;0.031000;-1.000000
170000;0.069000;0.031000;-1.000000
180000;0.065000;0.033000;-1.000000
190000;0.070000;0.034000;-1.000000
200000;0.078000;0.037000;-1.000000
210000;0.087000;0.038000;-1.000000
220000;0.105000;0.040000;-1.000000
230000;0.134000;0.043000;-1.000000
240000;0.122000;0.046000;-1.000000
250000;0.134000;0.046000;-1.000000
260000;0.158000;0.048000;-1.000000
270000;0.166000;0.050000;-1.000000
280000;0.183000;0.051000;-1.000000
290000;0.192000;0.056000;-1.000000
300000;0.237000;0.057000;-1.000000
310000;0.257000;0.058000;-1.000000
320000;0.276000;0.060000;-1.000000
330000;0.260000;0.061000;-1.000000
340000;0.278000;0.063000;-1.000000
350000;0.287000;0.064000;-1.000000
360000;0.308000;0.067000;-1.000000
370000;0.323000;0.070000;-1.000000
380000;0.335000;0.069000;-1.000000
390000;0.358000;0.071000;-1.000000
400000;0.364000;0.075000;-1.000000
410000;0.382000;0.076000;-1.000000
420000;0.401000;0.077000;-1.000000
430000;0.406000;0.082000;-1.000000
440000;0.423000;0.081000;-1.000000
450000;0.439000;0.085000;-1.000000
460000;0.456000;0.085000;-1.000000
470000;0.477000;0.091000;-1.000000
480000;0.491000;0.089000;-1.000000
490000;0.503000;0.091000;-1.000000
500000;0.522000;0.094000;-1.000000
10000;0.001000;0.001000;-1.000000
20000;0.004000;0.002000;-1.000000
30000;0.005000;0.004000;-1.000000
40000;0.006000;0.007000;-1.000000
50000;0.008000;0.009000;-1.000000
60000;0.012000;0.010000;-1.000000
70000;0.013000;0.012000;-1.000000
80000;0.025000;0.014000;-1.000000
90000;0.020000;0.016000;-1.000000
100000;0.021000;0.016000;-1.000000
110000;0.025000;0.019000;-1.000000
120000;0.033000;0.022000;-1.000000
130000;0.043000;0.023000;-1.000000
140000;0.047000;0.023000;-1.000000
150000;0.056000;0.025000;-1.000000
160000;0.058000;0.029000;-1.000000
170000;0.062000;0.035000;-1.000000
180000;0.064000;0.034000;-1.000000
190000;0.070000;0.035000;-1.000000
200000;0.077000;0.037000;-1.000000
210000;0.086000;0.037000;-1.000000
220000;0.099000;0.039000;-1.000000
230000;0.110000;0.041000;-1.000000
240000;0.129000;0.046000;-1.000000
250000;0.132000;0.046000;-1.000000
260000;0.149000;0.048000;-1.000000
270000;0.171000;0.050000;-1.000000
280000;0.177000;0.051000;-1.000000
290000;0.197000;0.053000;-1.000000
300000;0.208000;0.055000;-1.000000
310000;0.223000;0.056000;-1.000000
320000;0.239000;0.058000;-1.000000
330000;0.261000;0.060000;-1.000000
340000;0.268000;0.062000;-1.000000
350000;0.286000;0.064000;-1.000000
360000;0.305000;0.066000;-1.000000
370000;0.350000;0.073000;-1.000000
380000;0.331000;0.069000;-1.000000
390000;0.348000;0.073000;-1.000000
400000;0.369000;0.073000;-1.000000
410000;0.384000;0.075000;-1.000000
420000;0.428000;0.077000;-1.000000
430000;0.414000;0.080000;-1.000000
440000;0.421000;0.082000;-1.000000
450000;0.472000;0.086000;-1.000000
460000;0.493000;0.089000;-1.000000
470000;0.497000;0.091000;-1.000000
480000;0.498000;0.092000;-1.000000
490000;0.510000;0.091000;-1.000000
500000;0.540000;0.094000;-1.000000
