quantidade;digital;quick;bubble
90000;0.007000;0.016000;-1.000000
100000;0.008000;0.017000;-1.000000
110000;0.011000;0.021000;-1.000000
120000;0.011000;0.021000;-1.000000
130000;0.011000;0.022000;-1.000000
140000;0.013000;0.026000;-1.000000
150000;0.016000;0.029000;-1.000000
160000;0.016000;0.029000;-1.000000
170000;0.021000;0.031000;-1.000000
180000;0.023000;0.033000;-1.000000
190000;0.023000;0.049000;-1.000000
200000;0.028000;0.042000;-1.000000
210000;0.035000;0.042000;-1.000000
220000;0.030000;0.044000;-1.000000
230000;0.028000;0.049000;-1.000000
240000;0.027000;0.048000;-1.000000
250000;0.026000;0.047000;-1.000000
260000;0.034000;0.054000;-1.000000
270000;0.036000;0.055000;-1.000000
280000;0.031000;0.055000;-1.000000
290000;0.035000;0.054000;-1.000000
300000;0.040000;0.058000;-1.000000
310000;0.041000;0.060000;-1.000000
320000;0.040000;0.060000;-1.000000
330000;0.055000;0.063000;-1.000000
340000;0.046000;0.063000;-1.000000
350000;0.048000;0.067000;-1.000000
360000;0.054000;0.067000;-1.000000
370000;0.060000;0.071000;-1.000000
380000;0.061000;0.072000;-1.000000
390000;0.065000;0.074000;-1.000000
400000;0.068000;0.073000;-1.000000
410000;0.081000;0.076000;-1.000000
420000;0.080000;0.079000;-1.000000
430000;0.086000;0.078000;-1.000000
440000;0.091000;0.082000;-1.000000
450000;0.100000;0.083000;-1.000000
460000;0.110000;0.084000;-1.000000
470000;0.117000;0.088000;-1.000000
480000;0.119000;0.088000;-1.000000
490000;0.125000;0.091000;-1.000000
500000;0.133000;0.090000;-1.000000
10000;0.001000;0.001000;-1.000000
20000;0.002000;0.002000;-1.000000
30000;0.003000;0.004000;-1.000000
40000;0.003000;0.007000;-1.000000
50000;0.005000;0.007000;-1.000000
60000;0.005000;0.010000;-1.000000
70000;0.006000;0.011000;-1.000000
80000;0.006000;0.014000;-1.000000
90000;0.007000;0.015000;-1.000000
100000;0.007000;0.018000;-1.000000
110000;0.012000;0.022000;-1.000000
120000;0.009000;0.021000;-1.000000
130000;0.010000;0.023000;-1.000000
140000;0.011000;0.025000;-1.000000
150000;0.013000;0.026000;-1.000000
160000;0.017000;0.028000;-1.000000
170000;0.026000;0.034000;-1.000000
180000;0.024000;0.035000;-1.000000
190000;0.021000;0.035000;-1.000000
200000;0.021000;0.037000;-1.000000
210000;0.038000;0.045000;-1.000000
220000;0.023000;0.055000;-1.000000
230000;0.033000;0.047000;-1.000000
240000;0.024000;0.047000;-1.000000
250000;0.037000;0.048000;-1.000000
260000;0.033000;0.050000;-1.000000
270000;0.029000;0.053000;-1.000000
280000;0.030000;0.053000;-1.000000
290000;0.033000;0.055000;-1.000000
300000;0.035000;0.057000;-1.000000
310000;0.039000;0.059000;-1.000000
320000;0.045000;0.062000;-1.000000
330000;0.043000;0.062000;-1.000000
340000;0.047000;0.064000;-1.000000
350000;0.049000;0.066000;-1.000000
360000;0.052000;0.067000;-1.000000
370000;0.055000;0.069000;-1.000000
380000;0.064000;0.072000;-1.000000
390000;0.065000;0.073000;-1.000000
400000;0.069000;0.073000;-1.000000
410000;0.075000;0.075000;-1.000000
420000;0.078000;0.078000;-1.000000
430000;0.091000;0.078000;-1.000000
440000;0.101000;0.082000;-1.000000
450000;0.117000;0.087000;-1.000000
460000;0.135000;0.093000;-1.000000
470000;0.183000;0.106000;-1.000000
480000;0.129000;0.096000;-1.000000
490000;0.125000;0.090000;-1.000000
500000;0.130000;0.091000;-1.000000
10000;0.000000;0.002000;-1.000000
20000;0.002000;0.003000;-1.000000
30000;0.002000;0.005000;-1.000000
40000;0.002000;0.006000;-1.000000
50000;0.003000;0.008000;-1.000000
60000;0.005000;0.009000;-1.000000
70000;0.005000;0.012000;-1.000000
80000;0.006000;0.014000;-1.000000
90000;0.008000;0.017000;-1.000000
100000;0.010000;0.019000;-1.000000
110000;0.012000;0.021000;-1.000000
120000;0.010000;0.021000;-1.000000
130000;0.010000;0.023000;-1.000000
140000;0.042000;0.027000;-1.000000
150000;0.021000;0.028000;-1.000000
160000;0.026000;0.031000;-1.000000
170000;0.022000;0.033000;-1.000000
180000;0.024000;0.036000;-1.000000
190000;0.023000;0.035000;-1.000000
200000;0.024000;0.038000;-1.000000
210000;0.025000;0.043000;-1.000000
220000;0.026000;0.049000;-1.000000
230000;0.025000;0.044000;-1.000000
240000;0.028000;0.045000;-1.000000
250000;0.027000;0.050000;-1.000000
260000;0.044000;0.051000;-1.000000
270000;0.031000;0.052000;-1.000000
280000;0.038000;0.056000;-1.000000
290000;0.036000;0.055000;-1.000000
300000;0.037000;0.057000;-1.000000
310000;0.060000;0.060000;-1.000000
320000;0.056000;0.061000;-1.000000
330000;0.046000;0.069000;-1.000000
340000;0.053000;0.088000;-1.000000
350000;0.048000;0.066000;-1.000000
360000;0.053000;0.068000;-1.000000
370000;0.058000;0.069000;-1.000000
380000;0.059000;0.072000;-1.000000
390000;0.073000;0.073000;-1.000000
400000;0.068000;0.075000;-1.000000
410000;0.073000;0.078000;-1.000000
420000;0.081000;0.078000;-1.000000
430000;0.087000;0.084000;-1.000000
440000;0.098000;0.082000;-1.000000
450000;0.097000;0.084000;-1.000000
460000;0.112000;0.086000;-1.000000
470000;0.115000;0.087000;-1.000000
480000;0.118000;0.092000;-1.000000
490000;0.124000;0.089000;-1.000000
500000;0.133000;0.095000;-1.000000
10000;0.000000;0.002000;-1.000000
20000;0.001000;0.003000;-1.000000
30000;0.002000;0.005000;-1.000000
40000;0.002000;0.007000;-1.000000
50000;0.004000;0.008000;-1.000000
60000;0.005000;0.010000;-1.000000
70000;0.005000;0.012000;-1.000000
80000;0.008000;0.014000;-1.000000
90000;0.008000;0.016000;-1.000000
100000;0.009000;0.017000;-1.000000
110000;0.008000;0.019000;-1.000000
120000;0.012000;0.021000;-1.000000
130000;0.010000;0.023000;-1.000000
140000;0.011000;0.025000;-1.000000
150000;0.014000;0.026000;-1.000000
160000;0.017000;0.033000;-1.000000
170000;0.022000;0.031000;-1.000000
180000;0.035000;0.039000;-1.000000
190000;0.028000;0.039000;-1.000000
200000;0.023000;0.037000;-1.000000
210000;0.028000;0.040000;-1.000000
220000;0.022000;0.044000;-1.000000
230000;0.033000;0.044000;-1.000000
240000;0.026000;0.046000;-1.000000
250000;0.038000;0.052000;-1.000000
260000;0.027000;0.053000;-1.000000
270000;0.030000;0.052000;-1.000000
280000;0.035000;0.052000;-1.000000
290000;0.035000;0.057000;-1.000000
300000;0.036000;0.058000;-1.000000
310000;0.039000;0.060000;-1.000000
320000;0.043000;0.065000;-1.000000
330000;0.042000;0.062000;-1.000000
340000;0.045000;0.065000;-1.000000
350000;0.052000;0.066000;-1.000000
360000;0.055000;0.067000;-1.000000
370000;0.056000;0.070000;-1.000000
380000;0.062000;0.074000;-1.000000
390000;0.066000;0.074000;-1.000000
400000;0.070000;0.075000;-1.000000
410000;0.085000;0.076000;-1.000000
420000;0.080000;0.079000;-1.000000
430000;0.088000;0.081000;-1.000000
440000;0.101000;0.083000;-1.000000
450000;0.106000;0.084000;-1.000000
460000;0.106000;0.085000;-1.000000
470000;0.111000;0.086000;-1.000000
480000;0.128000;0.087000;-1.000000
490000;0.126000;0.090000;-1.000000
500000;0.133000;0.091000;-1.000000
10000;0.001000;0.001000;-1.000000
20000;0.001000;0.003000;-1.000000
30000;0.002000;0.004000;-1.000000
40000;0.003000;0.006000;-1.000000
50000;0.003000;0.008000;-1.000000
60000;0.004000;0.010000;-1.000000
70000;0.005000;0.012000;-1.000000
80000;0.006000;0.014000;-1.000000
90000;0.008000;0.017000;-1.000000
100000;0.008000;0.017000;-1.000000
110000;0.009000;0.020000;-1.000000
120000;0.009000;0.022000;-1.000000
130000;0.009000;0.024000;-1.000000
140000;0.010000;0.025000;-1.000000
150000;0.050000;0.026000;-1.000000
160000;0.022000;0.031000;-1.000000
170000;0.033000;0.032000;-1.000000
180000;0.020000;0.038000;-1.000000
190000;0.024000;0.039000;-1.000000
200000;0.019000;0.038000;-1.000000
210000;0.029000;0.042000;-1.000000
220000;0.025000;0.042000;-1.000000
230000;0.026000;0.045000;-1.000000
240000;0.032000;0.054000;-1.000000
250000;0.029000;0.051000;-1.000000
260000;0.029000;0.050000;-1.000000
270000;0.037000;0.051000;-1.000000
280000;0.043000;0.053000;-1.000000
290000;0.035000;0.058000;-1.000000
300000;0.035000;0.057000;-1.000000
310000;0.045000;0.061000;-1.000000
320000;0.045000;0.063000;-1.000000
330000;0.042000;0.064000;-1.000000
340000;0.045000;0.064000;-1.000000
350000;0.052000;0.066000;-1.000000
360000;0.054000;0.068000;-1.000000
370000;0.055000;0.070000;-1.000000
380000;0.060000;0.073000;-1.000000
390000;0.065000;0.074000;-1.000000
400000;0.074000;0.074000;-1.000000
410000;0.083000;0.077000;-1.000000
420000;0.081000;0.080000;-1.000000
430000;0.091000;0.080000;-1.000000
440000;0.102000;0.084000;-1.000000
450000;0.105000;0.083000;-1.000000
460000;0.114000;0.085000;-1.000000
470000;0.108000;0.088000;-1.000000
480000;0.127000;0.088000;-1.000000
490000;0.130000;0.092000;-1.000000
500000;0.129000;0.091000;-1.000000
10000;0.000000;0.002000;-1.000000
20000;0.001000;0.003000;-1.000000
30000;0.002000;0.005000;-1.000000
40000;0.003000;0.006000;-1.000000
50000;0.004000;0.007000;-1.000000
60000;0.004000;0.010000;-1.000000
70000;0.006000;0.012000;-1.000000
80000;0.005000;0.015000;-1.000000
90000;0.007000;0.016000;-1.000000
100000;0.010000;0.019000;-1.000000
110000;0.011000;0.022000;-1.000000
120000;0.009000;0.021000;-1.000000
130000;0.009000;0.023000;-1.000000
140000;0.011000;0.024000;-1.000000
150000;0.012000;0.026000;-1.000000
160000;0.013000;0.028000;-1.000000
170000;0.014000;0.030000;-1.000000
180000;0.015000;0.033000;-1.000000
190000;0.023000;0.034000;-1.000000
200000;0.026000;0.039000;-1.000000
210000;0.026000;0.040000;-1.000000
220000;0.026000;0.042000;-1.000000
230000;0.032000;0.045000;-1.000000
240000;0.029000;0.045000;-1.000000
250000;0.029000;0.049000;-1.000000
260000;0.032000;0.053000;-1.000000
270000;0.031000;0.051000;-1.000000
280000;0.035000;0.055000;-1.000000
290000;0.035000;0.053000;-1.000000
300000;0.047000;0.056000;-1.000000
310000;0.041000;0.059000;-1.000000
320000;0.040000;0.061000;-1.000000
330000;0.042000;0.061000;-1.000000
340000;0.047000;0.064000;-1.000000
350000;0.050000;0.066000;-1.000000
360000;0.052000;0.067000;-1.000000
370000;0.059000;0.071000;-1.000000
380000;0.059000;0.072000;-1.000000
390000;0.064000;0.072000;-1.000000
400000;0.071000;0.076000;-1.000000
410000;0.077000;0.073000;-1.000000
420000;0.079000;0.078000;-1.000000
430000;0.083000;0.079000;-1.000000
440000;0.089000;0.082000;-1.000000
450000;0.102000;0.092000;-1.000000
460000;0.106000;0.084000;-1.000000
470000;0.112000;0.085000;-1.000000
480000;0.116000;0.087000;-1.000000
490000;0.123000;0.090000;-1.000000
500000;0.127000;0.089000;-1.000000
10000;0.001000;0.001000;-1.000000
20000;0.002000;0.003000;-1.000000
30000;0.002000;0.005000;-1.000000
40000;0.003000;0.006000;-1.000000
50000;0.003000;0.009000;-1.000000
60000;0.005000;0.010000;-1.000000
70000;0.005000;0.013000;-1.000000
80000;0.006000;0.014000;-1.000000
90000;0.009000;0.017000;-1.000000
100000;0.008000;0.019000;-1.000000
110000;0.009000;0.020000;-1.000000
120000;0.009000;0.021000;-1.000000
130000;0.011000;0.023000;-1.000000
140000;0.010000;0.025000;-1.000000
150000;0.012000;0.027000;-1.000000
160000;0.015000;0.029000;-1.000000
170000;0.019000;0.031000;-1.000000
180000;0.021000;0.033000;-1.000000
190000;0.023000;0.034000;-1.000000
200000;0.020000;0.039000;-1.000000
210000;0.021000;0.038000;-1.000000
220000;0.019000;0.041000;-1.000000
230000;0.041000;0.044000;-1.000000
240000;0.025000;0.046000;-1.000000
250000;0.027000;0.047000;-1.000000
260000;0.032000;0.049000;-1.000000
270000;0.029000;0.051000;-1.000000
280000;0.031000;0.053000;-1.000000
290000;0.033000;0.054000;-1.000000
300000;0.046000;0.056000;-1.000000
310000;0.040000;0.058000;-1.000000
320000;0.041000;0.059000;-1.000000
330000;0.043000;0.062000;-1.000000
340000;0.060000;0.063000;-1.000000
350000;0.048000;0.065000;-1.000000
360000;0.056000;0.067000;-1.000000
370000;0.055000;0.072000;-1.000000
380000;0.060000;0.073000;-1.000000
390000;0.068000;0.071000;-1.000000
400000;0.072000;0.074000;-1.000000
410000;0.073000;0.074000;-1.000000
420000;0.077000;0.077000;-1.000000
430000;0.085000;0.078000;-1.000000
440000;0.089000;0.080000;-1.000000
450000;0.096000;0.083000;-1.000000
460000;0.104000;0.083000;-1.000000
470000;0.113000;0.085000;-1.000000
480000;0.119000;0.087000;-1.000000
490000;0.125000;0.090000;-1.000000
500000;0.131000;0.091000;-1.000000
